,product_name,categories,destatis_category
322419,China-Pfanne Chop Suey,Dried meals,Fertiggericht aus Fleisch oder Fisch
322420,Curry Geschnetzeltes mit würzig-cremiger Currysauce,"Dried products,Meals,Dried meals",Fertiggericht aus Fleisch oder Fisch
322423,Gulasch,Dried meals,Fertiggericht aus Fleisch oder Fisch
322424,Spaghetti Tomate-Mozzarella,Dried meals,Nudelfertiggericht
322431,Rahm Champignons,Dried meals,Fertiggericht aus Fleisch oder Fisch
322432,Ofen-Bällchen mit Gouda,Dried meals,Brötchen zum Fertigbacken
322438,Maggifix Lasagne,,Nudelfertiggericht
322441,Maggi Tomaten Cremesuppe,,Fertigsuppe im Beutel oder Instantbrühe
322470,Tomaten-Mozzarella Suppe,Dried meals,Fertigsuppe im Beutel oder Instantbrühe
322473,Hochzeits Suppe,,Fertiggericht aus Fleisch oder Fisch
322474,Lasagne,Dried meals,Nudelfertiggericht
322477,Lauch Cremesuppe,Dried meals,Fertiggericht aus Fleisch oder Fisch
322479,Maggi Quattro Formaggi,,"Pizza, Quiches oder Ähnliches"
322480,Steinpilz Suppe,Dried meals,Fertigsuppe im Beutel oder Instantbrühe
322511,Nescafé Gold,,Bohnenkaffee
322522,Spaghetti Napoli,Dried meals,Nudelfertiggericht
322538,Tomaten-Hack Pfanne,Dried meals,Fertiggericht aus Fleisch oder Fisch
322568,Rindfleisch Suppe,Dried meals,Fertigsuppe im Beutel oder Instantbrühe
322618,Schinken-Pilz Rahmpasta,Dried meals,Nudelfertiggericht
322669,Ofen-Spirelli alla mamma,Dried meals,Nudelfertiggericht
322673,Chocolate Chips,Eis am Stiel,Speiseeis
322674,Puten-Nudelauflauf mit Paprika,Dried meals,Nudelfertiggericht
322675,Rustikales Filet-Pfännchen,Dried meals,Fertiggericht aus Fleisch oder Fisch
322680,Maple Walnuts,Speiseeis,Speiseeis
322738,Tomaten-Käse Makkaroni,Dried meals,Nudelfertiggericht
322743,Spargel Cremesuppe,Dried meals,Fertigsuppe im Beutel oder Instantbrühe
322748,Big Pizza Tuna,"Tiefkühlprodukte,Tiefkühlpizza,Frozen pizzas and pies","Pizza, Quiches oder Ähnliches"
322749,Big Pizza Boston,"Tiefkühlprodukte,Tiefkühlpizza,Frozen pizzas and pies","Pizza, Quiches oder Ähnliches"
322755,Choco Crossies Classic,Pralinen,Pralinen
322756,Choclait Chips Classic,"Sugary snacks,Schokoladen",Kekse
322757,Lion mini,"Sugary snacks,Bars,Confectioneries,Schokoriegel",Riegel oder andere Erzeugnisse aus Schokolade
322765,Sauce zu Schweinebraten,Saucen,"Grillsoße, Sojasoße, Salatdressing oder Ähnliches"
322768,Kit Kat,,Schokoladentafel
322769,KitKat White,"Süßwaren,Confectioneries,Bars,Schokoriegel",Schokoladentafel
322843,,Dried meals,Nudelfertiggericht
322860,Jäger-Auflauf,Dried meals,Fertiggericht aus Fleisch oder Fisch
322873,Die Backfrische Pilz Trio,"Tiefkühlprodukte,Frozen pizzas and pies,Tiefkühlpizza","Pizza, Quiches oder Ähnliches"
322926,Maggi Ofen-Lachs,,Tiefgefrorenes Fischfilet
322985,Himbi,"Desserts,Tiefkühlprodukte,Tiefkühl-Desserts,Speiseeis und Sorbets,Speiseeis,Eis am Stiel",Speiseeis
325975,Cottage Cheese,,Frischkäse
326365,Chocobloc Dark 55%,"Süßwaren,Schokoladen,Bitterschokoladen",Schokoladentafel
326407,Max Milchschokolade,"Sugary snacks,Schokoladen,Osterschokoladen,Schokoladenhasen",Schokoladentafel
326778,Prussien Classic,Kekse,Kekse
326907,Linzertörtli,,"Kuchen, Torte oder Tortenboden, frisch"
327203,Kartoffelchips Paprika,"Salty snacks,Appetizers,Chips and fries,Crisps,Kartoffelchips,Paprika crisps",Kartoffelchips oder Kartoffelsticks
327274,Lungo Forte,Café en dosettes compatible Nespresso,Kaffeepads oder Kaffeekapseln
327664,14 bâtonnets de surimi,Poissons,Tiefgefrorenes Fischfilet
327776,Champignons de Paris coupés,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Légumineuses et dérivés,Légumineuses,Champignons de Paris en conserve",Champignons oder andere Pilze
328293,Milkinis,"Snacks sucrés,Chocolats,Chocolats au lait",Schokoladentafel
328296,Milka Ganze Haselnüsse,"Süßwaren,Schokoladen,Milchschokoladen",Schokoladentafel
328309,Milka Schoko & Keks,"Süßwaren,Schokoladen",Schokoladentafel
328327,Milka & LU,"Süßwaren,Schokoladen",Schokoladentafel
328328,Alpenmilch Schokolade & TUC Cracker,"Chocolats,Chocolats au lait,Snacks sucrés",Kekse
328334,Latte Macchiato,,Kaffeepads oder Kaffeekapseln
328358,Philadelphia Balance,"Milchprodukte,Käse,Frischkäse",Frischkäse
328362,Crema Pads kräftig,"Beverages,Hot beverages,Coffees,Coffee capsules,Non-sugared beverages,Senseo-compatible coffee capsules",Kaffeepads oder Kaffeekapseln
328371,Milka Bunte Kakaolinsen,"Süßwaren,Schokoladen,Milchschokoladen",Schokoladentafel
328383,Dark Beer BBQ Sauce Dunkelbier,Saucen,"Grillsoße, Sojasoße, Salatdressing oder Ähnliches"
328384,Steakhouse BBQ Pikante Paprika,Saucen,"Grillsoße, Sojasoße, Salatdressing oder Ähnliches"
328478,King Choco praliné,"Süßwaren,Biscuits and cakes,Kekse,Chocolate biscuits",Kekse
328486,I love Milka Pralinès Nuss-Nougat-Crème,"Süßwaren,Schokoladen",
328487,I love Milka Erdbeer-Crème,"Süßwaren,Schokoladen",Schokoladentafel
328489,Milka Pralinés Milchcrème,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Süßwaren,Confectioneries,Nuts and their products,Nut confectioneries,Pralinen",Pralinen
328533,Milka & Oreo,"Süßwaren,Bars,Confectioneries,Schokoriegel",Riegel oder andere Erzeugnisse aus Schokolade
328572,Cranchito,"Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat",
328594,Sweet mustard BBQ sauce,en:BBQ sauce,"Grillsoße, Sojasoße, Salatdressing oder Ähnliches"
328652,Milka & Chips Ahoy!,"Süßwaren,Schokoladen",Schokoladentafel
328684,Milka Oreo,"Süßwaren,Schokoladen",Schokoladentafel
328728,Philadelphia Getrocknete Tomate,"Milchprodukte,Käse,Frischkäse",Frischkäse
328822,Honey BBQ Sauce Honiggeschmack,"Groceries,Saucen","Grillsoße, Sojasoße, Salatdressing oder Ähnliches"
328842,Philadelphia Luftig & Lecker Kräuter der Provence,"Milchprodukte,Käse,Frischkäse",Frischkäse
328897,Milka Sensations,"Süßwaren,Biscuits and cakes,Kekse",Kekse
328988,Milka Collage Himbeere,"Süßwaren,Schokoladen",Schokoladentafel
329058,Philadelphia Mediterrane Kräuter,"Milchprodukte,Käse,Frischkäse",Frischkäse
329062,Milka Triple,"Süßwaren,Schokoladen",Schokoladentafel
329079,Peanut Caramel,"Süßwaren,Schokoladen","Erdnüsse, Studentenfutter oder Ähnliches"
329290,Milka Knusper Crispy Crousti,"Süßwaren,Schokoladen,Chocolate molds",Schokoladentafel
329291,Alpenmilch,"Süßwaren,Schokoladen,Chocolate molds",Schokoladentafel
329292,Milka Alpenmilch,Christmas sweets,Schokoladentafel
329293,Milka Alpenmilch,"Milchschokoladen,Christmas Sweets",Schokoladentafel
329295,Twirl,,Kekse
329321,Mischung aus Alpenmilch Schokolade und Alpenmilchschokolade mit Milchcreme (36%) und Drageeperlen (4%),Christmas Sweets,Schokoladentafel
329343,Dessert au Chocolat,Chocolats au lait,Schokoladentafel
329372,Chocolat au Lait Caramel Et Noisettes Entières,"Süßwaren,Schokoladen,Milchschokoladen,Chocolates with hazelnuts",Schokoladentafel
329382,Milka & Daim,"Süßwaren,Schokoladen",Schokoladentafel
329385,Milka Weihnachtsmann Alpenmilch,"Süßwaren,Schokoladen",Schokoladentafel
329386,Milka Weihnachtsmann Alpenmilch,"Süßwaren,Schokoladen",Schokoladentafel
329389,Milka Hase Alpenmilch,"Süßwaren,Schokoladen,Chocolate molds,Osterschokoladen,Schokoladenhasen",Schokoladentafel
329390,Milka Hase Alpenmilch,"Süßwaren,Schokoladen,Chocolate molds,Osterschokoladen,Schokoladenhasen",Schokoladentafel
329416,Philadelphia Schnittlauch,"Milchprodukte,Käse,Frischkäse",Frischkäse
329417,Philadelphia Doppelrahmstufe,"Milchprodukte,Käse,Frischkäse",Frischkäse
329421,Philadelphia Kräuter,"Milchprodukte,Käse,Frischkäse",Frischkäse
329422,Philadelphia Kräuter Balance,"Milchprodukte,Käse,Frischkäse",Frischkäse
329423,Philadelphia Balance,"Milchprodukte,Käse,Frischkäse",Frischkäse
329424,Philadelphia Joghurt,"Milchprodukte,Käse,Frischkäse",Frischkäse
329425,Philadelphia Kräuter Family Pack,"Milchprodukte,Käse,Frischkäse",Frischkäse
329427,Philadelphia Räucherlachs mit Dill,"Milchprodukte,Käse,Frischkäse",Frischkäse
329432,Prince Polo Classic,"Süßwaren,Confectioneries,Bars,Schokoriegel",Riegel oder andere Erzeugnisse aus Schokolade
329448,Oreo Chocolate Creme,Biscuits au chocolat,Kekse
329461,Gewürz Ketchup Tomate,Ketchup,Tomatenketchup oder Gewürzketchup
329466,Milka Ganze Haselnüsse,"Süßwaren,Confectioneries,Bars,Schokoriegel",Schokoladentafel
329499,Mikado,,Kekse
329510,Philadelphia mit Milka,"Frühstücke,Brotaufstriche,Milchprodukte,Süße Brotaufstriche,Käse,Frischkäse",Frischkäse
329538,Lila Pause,"Süßwaren,Confectioneries,Bars,Schokoriegel",Riegel oder andere Erzeugnisse aus Schokolade
329554,Milka Oreo,"Sugary snacks,Chocolates",Schokoladentafel
329568,Tassimo Chai Latte ,,Fertigdessert
329577,Naps Mix,"Snacks sucrés,Chocolats,Chocolats au lait",Schokoladentafel
329633,Toffee Ganznuss,"Süßwaren,Confectioneries,Bars,Schokoriegel",
329662,Cake & Choc,"Snacks sucrés,Biscuits et gâteaux,Desserts,Gâteaux,Gâteaux au chocolat","Kuchen, Torte oder Tortenboden, frisch"
329706,Milka Tender Milch,"Süßwaren,Confectioneries,Bars,Schokoriegel",Schokoladentafel
329729,Salzburger Mozarttafel,Milchschokoladen,Schokoladentafel
329732,Milka Chocolat Triolade,"en:sugary-snacks, en:chocolates, en:milk-chocolates, fr:chocolats-fourres-au-praline",Schokoladentafel
329733,Milka Alpenmilchcreme,Milchschokoladen,Schokoladentafel
329736,Steak & Grill Ketchup Curry,"Groceries,Saucen,Tomatensaucen,Ketchup",Tomatenketchup oder Gewürzketchup
329738,Milka Marzipan-Creme,"Süßwaren,Schokoladen,Milchschokoladen",Pralinen
329743,Milka Luflée,"Süßwaren,Schokoladen,Milchschokolade",Schokoladentafel
329752,Miracoli Spaghetti Arrabiata,Spaghetti,Nudeln
329880,Bio-Hüttenkäse Nature,Frischkäse,Frischkäse
329916,Fondue L'Original,Fondue-Käse,Weichkäse
329917,Fondue,Fondue-Käse,Hartkäse
329934,Birne pur,"Babynahrung,nach dem 4. Monat",Fertignahrung für Säuglinge oder Kleinkinder
329938,Bio-Babyzwieback Dinkel,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Babynahrung,Brote,Zwieback,Nach dem 6. Monat",Knäckebrot oder Zwieback
329939,Biscuit à l'épeautre pour bébé,"Süßwaren,Biscuits and cakes,Babynahrung,Kekse,Snacks and desserts for babies,Biscuits for babies,Ab 8. Monat,Babynahrung",Kekse
329940,Bio Baby-Beikost-Öl,"Babynahrung,Nach 4. Monat,Mixed vegetable oils",Buttermilch oder anderes Milchgetränk
330207,Vitamin D3 1000 IE,"Nahrungsergänzungsmittel,fr:Vitamines","Vitamintabletten, Magnesiumtabletten o.Ä."
330208,Combi Flora,Nahrungsergänzungsmittel,"Vitamintabletten, Magnesiumtabletten o.Ä."
330289,Mozzarella Herzli,"Milchprodukte,Käse,Italienischer Käse,Mozzarellas",
330368,torino,Schokolade,Schokoladentafel
330438,Crema Pads,Kaffees in Pads,Kaffeepads oder Kaffeekapseln
330740,Cerveza,Bières blondes,Colagetränk
330918,Kiwi Berries,Kiwis,"Kiwis, Melonen oder Ähnliches"
331308,Corned Beef,"Meats,Beef,Corned Beef",Rindfleisch zum Kochen
331402,Olivenöl  Bertolli,en:Olive oils,Olivenöl
331446,,Kaffees,Kaffeepads oder Kaffeekapseln
331468,Crema e Gusto,Kaffees,Bohnenkaffee
331471,Sinfonia Espresso,Kaffees in Pads,Kaffeepads oder Kaffeekapseln
331472,Sinfonia Espresso Intenso,Kaffees in Pads,Kaffeepads oder Kaffeekapseln
331473,Caffècrema Classico,"Getränke,Hot beverages,Kaffees,Kaffees in Pads,Ungezuckerte Getränke",Bohnenkaffee
331474,Caffècrema Dolce,"Beverages,Hot beverages,Coffees,Coffee capsules,Non-sugared beverages,Senseo-compatible coffee capsules",Kaffeepads oder Kaffeekapseln
331584,Spaghetti Integrale,en:Whole wheat spaghetti,Nudeln
331661,Pasatta Rustica,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Frucht- und gemüsebasierte Lebensmittel,Groceries,Gemüsebasierte Lebensmittel,Saucen,Tomatoes and tomato products,Tomatensaucen,Pulpes de tomates,Passierte Tomaten",Tomaten
331663,Pulpe en dès,"en:plant-based-foods-and-beverages, en:plant-based-foods, en:fruits-and-vegetables-based-foods, en:canned-foods, en:vegetables-based-foods, en:canned-plant-based-foods, en:canned-vegetables, en:tomatoes-and-tomato-products, en:canned-tomatoes, fr:pulpes-de-tomates",Tomaten
331675,Provvista Sugo con Basilico,Tomato sauces,"Soßenpulver, Soßenbinder oder Ähnliches"
331724,Tortina Original,"Sugary snacks,Schokoladen",Kekse
331725,Tortina Dark,"Sugary snacks,Schokoladen",Schokoladentafel
331726,Quadratini Cocoa & Milk,Waffeln,Kekse
331735,,Käse,Hartkäse
331754,Mozzarella,"Milchprodukte,Käse,Italienischer Käse,Mozzarellas",Weichkäse
331762,Mozzarella Maxi,Mozzarella,Weichkäse
331778,Ricotta,Ricotta,Frischkäse
331800,Merlot,Roteweine,"CATEGORIES: ['Reis', 'Reiszubereitung', 'Weizenmehl', 'Grieß, Roggenmehl oder Ähnliches', 'Weißbrot', 'Roggenbrot oder Mischbrot', 'Körnerbrot oder Vollkornbrot', 'Brötchen zum Fertigbacken', 'Frisches Brötchen', 'Hefegebäck', 'Kuchen oder Torte, tiefgefroren', 'Kuchen, Torte oder Tortenboden, frisch', 'Kekse', 'Muffins, Waffeln oder andere Dauerbackwaren', 'Knäckebrot oder Zwieback', 'Toastbrot', 'Salzgebäck', 'Pizza, Quiches oder Ähnliches', 'Nudeln', 'Nudelfertiggericht', 'Haferflocken', 'Cornflakes, Müsli oder Ähnliches', 'Backmischung für Kuchen', 'Getreideprodukt, vegetarisch oder vegan', 'Rindfleisch zum Kochen', 'Rinderroulade oder Rinderlende', 'Rindfleisch zum Schmoren oder Braten', 'Rinderhackfleisch', 'Kalbfleisch', 'Kasseler oder anderes Schweinefleisch', 'Schweinehackfleisch, auch gemischt', 'Schweinebraten', 'Schweinekotelett oder Schweineschnitzel', 'Lammfleisch', 'Frisches Geflügelfleisch', 'Tiefgefrorenes Geflügelfleisch', 'Kaninchenfleisch oder anderes Wildfleisch', 'Leber oder andere Innereien', 'Salami, Zervelatwurst oder andere Dauerwurst', 'Roher Schinken, Schinkenspeck oder Bauchspeck', 'Fleischwurst', 'Bratwurst', 'Wurstaufschnitt', 'Leberwurst oder Blutwurst', 'Wurstkonserve', 'Feinkostsalat auf Fleischbasis', 'Tiefgefrorenes, tafelfertig zubereitetes Fleisch', 'Gekochter Schinken oder anderes gegartes Fleisch', 'Fleischfertiggericht ohne Beilage, konserviert', 'Gyros oder andere fertige Fleischpfanne', 'Zubereitetes Hackfleisch', 'Fischfilet, frisch oder gekühlt', 'Kabeljau oder Lachs, frisch oder gekühlt', 'Scholle, Forelle oder Karpfen, frisch oder gekühlt', 'Tiefgefrorenes Fischfilet', 'Meeresfrüchte, frisch oder gekühlt', 'Tiefgefrorene Meeresfrüchte', 'Räucherfisch', 'Fischkonserve', 'Fischmarinade', 'Eingelegte Matjes, Fischsalat oder Ähnliches', 'Fischstäbchen o.a. tiefgefrorene Fischzubereitung', 'Vollmilch', 'Teilentrahmte Milch', 'Kondensierte Milch', 'Joghurt', 'Hartkäse', 'Schnittkäse', 'Weichkäse', 'Quark', 'Frischkäse', 'Sahne', 'Fertigdessert', 'Buttermilch oder anderes Milchgetränk', 'Sojamilch, Reismilch o.Ä., ohne Kokosmilch', 'Eier', 'Butter', 'Margarine oder Pflanzenfett', 'Olivenöl', 'Sonnenblumenöl, Rapsöl oder Ähnliches', 'Schmalz oder anderes tierisches Speisefett', 'Zitrusfrüchte', 'Bananen', 'Äpfel', 'Birnen', 'Pfirsiche, Kirschen o.a. Stein- oder Kernobst', 'Erdbeeren, Himbeeren, Stachelbeeren oder Ähnliches', 'Weintrauben', 'Kiwis, Melonen oder Ähnliches', 'Tiefgefrorenes Obst', 'Trockenobst', 'Erdnüsse, Studentenfutter oder Ähnliches', 'Süße Mandeln, Kokosraspeln oder Ähnliches', 'Apfelmus oder andere Kernobstkonserve', 'Sauerkirschen oder andere Steinobstkonserve', 'Ananaskonserve, Erdbeerkonserve oder Ähnliches', 'Kopfsalat oder Eisbergsalat', 'Feldsalat, Lauch, Sellerie oder Ähnliches', 'Blumenkohl, Wirsing oder anderer Kohl', 'Tomaten', 'Paprika', 'Gurken', 'Kürbisse, Auberginen oder Mais', 'Zwiebeln, Knoblauch oder Ähnliches', 'Champignons oder andere Pilze', 'Möhren', 'Hülsenfrüchte, Spargel, Radieschen oder Ähnliches', 'Tiefgefrorener Spinat', 'Buttergemüse oder anderes tiefgefrorenes Gemüse', 'Trockengemüse', 'Gurkenkonserve', 'Sauerkrautkonserve', 'Pilzkonserve', 'Erbsenkonserve', 'Stangenspargel oder andere Gemüsekonserve', 'Gemüseprodukt, vegetarisch oder vegan', 'Antipasti auf Gemüsebasis, ohne Oliven', 'Kartoffeln', 'Pommes frites oder Ähnliches, tiefgefroren', 'Kartoffelkloßmehl oder Kartoffelpüree', 'Kartoffelchips oder Kartoffelsticks', 'Zucker', 'Marmelade, Konfitüre oder Gelee', 'Honig', 'Brotaufstrich auf Nougatbasis', 'Schokoladentafel', 'Riegel oder andere Erzeugnisse aus Schokolade', 'Pralinen', 'Bonbons', 'Kaugummi, Gummibärchen oder Ähnliches', 'Speiseeis', 'Süßstoff', 'Essig', 'Senf', 'Tomatenketchup oder Gewürzketchup', 'Soßenpulver, Soßenbinder oder Ähnliches', 'Grillsoße, Sojasoße, Salatdressing oder Ähnliches', 'Mayonnaise', 'Speisesalz', 'Tiefgefrorene Küchenkräuter', 'Gewürze', 'Säuglingsmilchnahrung, Pulverform', 'Fertignahrung für Säuglinge oder Kleinkinder', 'Verzehrfertige Salate', 'Fertiggericht aus Fleisch oder Fisch', 'Sandwich, Wrap oder Ähnliches', 'Fertigsuppe im Beutel oder Instantbrühe', 'Dosensuppe', 'Backpulver, Vanillezucker oder Ähnliches', 'Puddingpulver', 'Vitamintabletten, Magnesiumtabletten o.Ä.', 'Tortenguss, Gelatine oder Ähnliches', 'Sportriegel', 'Kaffeepads oder Kaffeekapseln', 'Bohnenkaffee', 'Instantkaffee oder Ähnliches', 'Schwarzer Tee oder grüner Tee', 'Früchtetee oder Kräutertee', 'Kakaopulver oder Ähnliches', 'Mineralwasser mit Kohlensäure', 'Mineralwasser ohne Kohlensäure', 'Colagetränk', 'Koffeinfreie Limonade', 'Energy-Drinks', 'Apfelsaft oder ähnlicher Fruchtsaft', 'Orangensaft oder ähnlicher Fruchtsaft', 'Multivitaminsaft', 'Gemüsesaft']

Kein passendes Produkt in den Kategorien."
331886,Nutella B-ready,"Sugary snacks,Biscuits and cakes,Biscuits,Chocolate biscuits",Kekse
331955,Joghurt-Schnitte,"Sugary snacks,Biscuits and cakes",Kekse
331973,Kinder bueno dark,Schokoriegel,Riegel oder andere Erzeugnisse aus Schokolade
331997,Feine Schoko-Frucht-Perlen Physalis & Mango auf Apfelbasis,Confectioneries,Bonbons
331999,Feine Schoko-Frucht-Perlen Maqui & Heidelbeere auf Apfelbasis,Confectioneries,Pralinen
332031,Mini mix,,Fertiggericht aus Fleisch oder Fisch
332130,San Benedetto Naturalle,Natürliches Mineralwasser ohne Kohlensäure,Mineralwasser ohne Kohlensäure
332147,Viennetta Vanille,Speiseeis,Speiseeis
332149,Viennetta Chocolate,fr:Glaces,Speiseeis
332166,Magnun Mini,"Desserts,Tiefkühlprodukte,Tiefkühl-Desserts,Speiseeis und Sorbets,Speiseeis,Eis am Stiel",Speiseeis
332205,Ponti Aceto Balsamico di Modena,Aceto balsamico,Essig
332479,Knoblauch granuliert,Knoblauch,"Zwiebeln, Knoblauch oder Ähnliches"
332522,Parmigiano reggiano,"Produits laitiers,Fromages,Fromages italiens,Parmigiano Reggiano",Hartkäse
332627,Limoncino del Garda,Liqueurs,Colagetränk
332694,Gold Natives Olivenöl Extra,Native Olivenöle Extra,Olivenöl
332787,Nocciolata,"Frühstücke,Spreads,Sweet spreads,fr:Pâtes à tartiner,Nougatcremes",Brotaufstrich auf Nougatbasis
332880,Tortellini Ricotta & Spinaci,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Getreide und Getreideprodukte,Pastas,Stuffed Pastas,Tortellini",Nudeln
332881,Tortellini Prosciutto Crudo & Formaggio,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Getreide und Getreideprodukte,Pastas,Stuffed Pastas,Tortellini",Nudeln
332883,Tortellini Pesto-Basilico & Pinoli,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Getreide und Getreideprodukte,Pastas,Stuffed Pastas,Tortellini",Nudeln
332941,Tortellini Ricotta & Spinaci,Tortellini,Nudeln
332984,Cioco Soffice,Cakes,"Kuchen, Torte oder Tortenboden, frisch"
332989,Cappuccino Italian Flavour Cake,"Süßwaren,Biscuits and cakes,Desserts,Cakes","Kuchen, Torte oder Tortenboden, frisch"
333020,Liebstöckel gerebelt,Gewürze,Gewürze
333098,Neutrogena Handcreme,Open Beauty Facts,"Getreideprodukt, vegetarisch oder vegan"
